"gene","pct.1","pct.2","description","pct_treated_cells_minus_pct_ctrl"
"PRPF38B",0.088,0.259,"pre-mRNA processing factor 38B [Source:HGNC Symbol;Acc:HGNC:25512]",0.171
"FYTTD1",0.088,0.259,"forty-two-three domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25407]",0.171
"PSMB8-AS1",0.088,0.259,"PSMB8 antisense RNA 1 (head to head) [Source:HGNC Symbol;Acc:HGNC:39758]",0.171
"PSMB8-AS1",0.088,0.259,"PSMB8 antisense RNA 1 (head to head) [Source:NCBI gene;Acc:100507463]",0.171
"PHTF2",0.088,0.259,"putative homeodomain transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:13411]",0.171
"ZC3HAV1",0.088,0.259,"zinc finger CCCH-type containing, antiviral 1 [Source:HGNC Symbol;Acc:HGNC:23721]",0.171
"FAM53B",0.088,0.259,"family with sequence similarity 53 member B [Source:HGNC Symbol;Acc:HGNC:28968]",0.171
"TMEM41B",0.088,0.259,"transmembrane protein 41B [Source:HGNC Symbol;Acc:HGNC:28948]",0.171
"PSMC6",0.088,0.259,"proteasome 26S subunit, ATPase 6 [Source:HGNC Symbol;Acc:HGNC:9553]",0.171
"LSM14A",0.088,0.259,"LSM14A mRNA processing body assembly factor [Source:HGNC Symbol;Acc:HGNC:24489]",0.171
"RANBP1",0.127,0.296,"RAN binding protein 1 [Source:HGNC Symbol;Acc:HGNC:9847]",0.16899999999999998
"NUMA1",0.127,0.296,"nuclear mitotic apparatus protein 1 [Source:HGNC Symbol;Acc:HGNC:8059]",0.16899999999999998
"SNRPA1",0.127,0.296,"small nuclear ribonucleoprotein polypeptide A' [Source:HGNC Symbol;Acc:HGNC:11152]",0.16899999999999998
"RNF126",0.127,0.296,"ring finger protein 126 [Source:HGNC Symbol;Acc:HGNC:21151]",0.16899999999999998
"HNRNPH1",0.461,0.63,"heterogeneous nuclear ribonucleoprotein H1 [Source:HGNC Symbol;Acc:HGNC:5041]",0.16899999999999998
"OGA",0.275,0.444,"O-GlcNAcase [Source:HGNC Symbol;Acc:HGNC:7056]",0.16899999999999998
"RPS13",0.833,1,"ribosomal protein S13 [Source:HGNC Symbol;Acc:HGNC:10386]",0.16700000000000004
"HMGN2",0.314,0.481,"high mobility group nucleosomal binding domain 2 [Source:HGNC Symbol;Acc:HGNC:4986]",0.16699999999999998
"FAM50A",0.167,0.333,"family with sequence similarity 50 member A [Source:HGNC Symbol;Acc:HGNC:18786]",0.166
"TMEM259",0.206,0.37,"transmembrane protein 259 [Source:HGNC Symbol;Acc:HGNC:17039]",0.164
"MARCKSL1",0.059,0.222,"MARCKS like 1 [Source:HGNC Symbol;Acc:HGNC:7142]",0.163
"RBM22",0.059,0.222,"RNA binding motif protein 22 [Source:HGNC Symbol;Acc:HGNC:25503]",0.163
"PIAS1",0.059,0.222,"protein inhibitor of activated STAT 1 [Source:HGNC Symbol;Acc:HGNC:2752]",0.163
"ABHD15",0.059,0.222,"abhydrolase domain containing 15 [Source:HGNC Symbol;Acc:HGNC:26971]",0.163
"ZNF160",0.059,0.222,"zinc finger protein 160 [Source:HGNC Symbol;Acc:HGNC:12948]",0.163
"PIGP",0.059,0.222,"phosphatidylinositol glycan anchor biosynthesis class P [Source:HGNC Symbol;Acc:HGNC:3046]",0.163
"INPP5F",0.059,0.222,"inositol polyphosphate-5-phosphatase F [Source:HGNC Symbol;Acc:HGNC:17054]",0.163
"SNHG3",0.059,0.222,"small nucleolar RNA host gene 3 [Source:HGNC Symbol;Acc:HGNC:10118]",0.163
"RCOR3",0.059,0.222,"REST corepressor 3 [Source:HGNC Symbol;Acc:HGNC:25594]",0.163
"TATDN3",0.059,0.222,"TatD DNase domain containing 3 [Source:HGNC Symbol;Acc:HGNC:27010]",0.163
"DNAJB2",0.059,0.222,"DnaJ heat shock protein family (Hsp40) member B2 [Source:HGNC Symbol;Acc:HGNC:5228]",0.163
"CRBN",0.059,0.222,"cereblon [Source:HGNC Symbol;Acc:HGNC:30185]",0.163
"HDAC3",0.059,0.222,"histone deacetylase 3 [Source:HGNC Symbol;Acc:HGNC:4854]",0.163
"ERGIC1",0.059,0.222,"endoplasmic reticulum-golgi intermediate compartment 1 [Source:HGNC Symbol;Acc:HGNC:29205]",0.163
"ZNF12",0.059,0.222,"zinc finger protein 12 [Source:HGNC Symbol;Acc:HGNC:12902]",0.163
"MKLN1",0.059,0.222,"muskelin 1 [Source:HGNC Symbol;Acc:HGNC:7109]",0.163
"LYPLA1",0.059,0.222,"lysophospholipase 1 [Source:HGNC Symbol;Acc:HGNC:6737]",0.163
"MED30",0.059,0.222,"mediator complex subunit 30 [Source:HGNC Symbol;Acc:HGNC:23032]",0.163
"TATDN1",0.059,0.222,"TatD DNase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:24220]",0.163
"DCLRE1C",0.059,0.222,"DNA cross-link repair 1C [Source:HGNC Symbol;Acc:HGNC:17642]",0.163
"B3GAT3",0.059,0.222,"beta-1,3-glucuronyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:923]",0.163
"SRP54",0.059,0.222,"signal recognition particle 54 [Source:HGNC Symbol;Acc:HGNC:11301]",0.163
"NIN",0.059,0.222,"ninein [Source:HGNC Symbol;Acc:HGNC:14906]",0.163
"GABPB1-IT1",0.059,0.222,"GABPB1 intronic transcript [Source:HGNC Symbol;Acc:HGNC:25469]",0.163
"MCTP2",0.059,0.222,"multiple C2 and transmembrane domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25636]",0.163
"GGNBP2",0.059,0.222,"gametogenetin binding protein 2 [Source:HGNC Symbol;Acc:HGNC:19357]",0.163
"PPP1R9B",0.059,0.222,"protein phosphatase 1 regulatory subunit 9B [Source:HGNC Symbol;Acc:HGNC:9298]",0.163
"SEH1L",0.059,0.222,"SEH1 like nucleoporin [Source:HGNC Symbol;Acc:HGNC:30379]",0.163
"ADGRE5",0.059,0.222,"adhesion G protein-coupled receptor E5 [Source:HGNC Symbol;Acc:HGNC:1711]",0.163
"IDH3B",0.059,0.222,"isocitrate dehydrogenase (NAD(+)) 3 beta [Source:HGNC Symbol;Acc:HGNC:5385]",0.163
"CTNNBL1",0.059,0.222,"catenin beta like 1 [Source:HGNC Symbol;Acc:HGNC:15879]",0.163
"YDJC",0.059,0.222,"YdjC chitooligosaccharide deacetylase homolog [Source:HGNC Symbol;Acc:HGNC:27158]",0.163
"FBXO7",0.059,0.222,"F-box protein 7 [Source:HGNC Symbol;Acc:HGNC:13586]",0.163
"CBX6",0.059,0.222,"chromobox 6 [Source:HGNC Symbol;Acc:HGNC:1556]",0.163
"BRWD3",0.059,0.222,"bromodomain and WD repeat domain containing 3 [Source:HGNC Symbol;Acc:HGNC:17342]",0.163
"DHX9",0.098,0.259,"DExH-box helicase 9 [Source:HGNC Symbol;Acc:HGNC:2750]",0.161
"RWDD3",0.098,0.259,"RWD domain containing 3 [Source:HGNC Symbol;Acc:HGNC:21393]",0.161
"ACP1",0.098,0.259,"acid phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:122]",0.161
"PPM1M",0.098,0.259,"protein phosphatase, Mg2+/Mn2+ dependent 1M [Source:HGNC Symbol;Acc:HGNC:26506]",0.161
"SPCS3",0.098,0.259,"signal peptidase complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:26212]",0.161
"MRPL41",0.098,0.259,"mitochondrial ribosomal protein L41 [Source:HGNC Symbol;Acc:HGNC:14492]",0.161
"DICER1",0.098,0.259,"dicer 1, ribonuclease III [Source:HGNC Symbol;Acc:HGNC:17098]",0.161
"ADPGK",0.098,0.259,"ADP dependent glucokinase [Source:HGNC Symbol;Acc:HGNC:25250]",0.161
"CLK3",0.098,0.259,"CDC like kinase 3 [Source:HGNC Symbol;Acc:HGNC:2071]",0.161
"TSPYL2",0.098,0.259,"TSPY like 2 [Source:HGNC Symbol;Acc:HGNC:24358]",0.161
"SPOCK2",0.137,0.296,"SPARC (osteonectin), cwcv and kazal like domains proteoglycan 2 [Source:HGNC Symbol;Acc:HGNC:13564]",0.15899999999999997
"NOSIP",0.137,0.296,"nitric oxide synthase interacting protein [Source:HGNC Symbol;Acc:HGNC:17946]",0.15899999999999997
"HLA-F",0.137,0.296,"major histocompatibility complex, class I, F [Source:HGNC Symbol;Acc:HGNC:4963]",0.15899999999999997
"TMED4",0.137,0.296,"transmembrane p24 trafficking protein 4 [Source:HGNC Symbol;Acc:HGNC:22301]",0.15899999999999997
"TCIRG1",0.137,0.296,"T cell immune regulator 1, ATPase H+ transporting V0 subunit a3 [Source:HGNC Symbol;Acc:HGNC:11647]",0.15899999999999997
"IGHA1",0.804,0.963,"immunoglobulin heavy constant alpha 1 [Source:HGNC Symbol;Acc:HGNC:5478]",0.15899999999999992
"AHCTF1",0.029,0.185,"AT-hook containing transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:24618]",0.156
"GTF3C2",0.029,0.185,"general transcription factor IIIC subunit 2 [Source:HGNC Symbol;Acc:HGNC:4665]",0.156
"TUSC2",0.029,0.185,"tumor suppressor 2, mitochondrial calcium regulator [Source:HGNC Symbol;Acc:HGNC:17034]",0.156
"NISCH",0.029,0.185,"nischarin [Source:HGNC Symbol;Acc:HGNC:18006]",0.156
"PPP2CB",0.029,0.185,"protein phosphatase 2 catalytic subunit beta [Source:HGNC Symbol;Acc:HGNC:9300]",0.156
"HAUS6",0.029,0.185,"HAUS augmin like complex subunit 6 [Source:HGNC Symbol;Acc:HGNC:25948]",0.156
"EEF1AKMT2",0.029,0.185,"EEF1A lysine methyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:33787]",0.156
"TMEM263",0.029,0.185,"transmembrane protein 263 [Source:HGNC Symbol;Acc:HGNC:28281]",0.156
"INO80C",0.029,0.185,"INO80 complex subunit C [Source:HGNC Symbol;Acc:HGNC:26994]",0.156
"PRKD2",0.029,0.185,"protein kinase D2 [Source:HGNC Symbol;Acc:HGNC:17293]",0.156
"TBC1D17",0.029,0.185,"TBC1 domain family member 17 [Source:HGNC Symbol;Acc:HGNC:25699]",0.156
"COL9A3",0.549,0.704,"collagen type IX alpha 3 chain [Source:HGNC Symbol;Acc:HGNC:2219]",0.15499999999999992
"DNAJB14",0.069,0.222,"DnaJ heat shock protein family (Hsp40) member B14 [Source:HGNC Symbol;Acc:HGNC:25881]",0.153
"NAP1L4",0.069,0.222,"nucleosome assembly protein 1 like 4 [Source:HGNC Symbol;Acc:HGNC:7640]",0.153
"KRAS",0.069,0.222,"KRAS proto-oncogene, GTPase [Source:HGNC Symbol;Acc:HGNC:6407]",0.153
"SELENOO",0.069,0.222,"selenoprotein O [Source:HGNC Symbol;Acc:HGNC:30395]",0.153
"SMC1A",0.069,0.222,"structural maintenance of chromosomes 1A [Source:HGNC Symbol;Acc:HGNC:11111]",0.153
"MRPS18C",0.069,0.222,"mitochondrial ribosomal protein S18C [Source:HGNC Symbol;Acc:HGNC:16633]",0.153
"AVL9",0.069,0.222,"AVL9 cell migration associated [Source:HGNC Symbol;Acc:HGNC:28994]",0.153
"OTUB1",0.069,0.222,"OTU deubiquitinase, ubiquitin aldehyde binding 1 [Source:HGNC Symbol;Acc:HGNC:23077]",0.153
"FIBP",0.069,0.222,"FGF1 intracellular binding protein [Source:HGNC Symbol;Acc:HGNC:3705]",0.153
"APP",0.069,0.222,"amyloid beta precursor protein [Source:HGNC Symbol;Acc:HGNC:620]",0.153
"SLC44A2",0.069,0.222,"solute carrier family 44 member 2 [Source:HGNC Symbol;Acc:HGNC:17292]",0.153
"MTHFR",0.069,0.222,"methylenetetrahydrofolate reductase [Source:HGNC Symbol;Acc:HGNC:7436]",0.153
"CRIPT",0.069,0.222,"CXXC repeat containing interactor of PDZ3 domain [Source:HGNC Symbol;Acc:HGNC:14312]",0.153
"MAT2A",0.069,0.222,"methionine adenosyltransferase 2A [Source:HGNC Symbol;Acc:HGNC:6904]",0.153
"IMP4",0.069,0.222,"IMP U3 small nucleolar ribonucleoprotein 4 [Source:HGNC Symbol;Acc:HGNC:30856]",0.153
"SDHA",0.069,0.222,"succinate dehydrogenase complex flavoprotein subunit A [Source:HGNC Symbol;Acc:HGNC:10680]",0.153
"LSM2",0.069,0.222,"LSM2 homolog, U6 small nuclear RNA and mRNA degradation associated [Source:HGNC Symbol;Acc:HGNC:13940]",0.153
"HLA-DOA",0.069,0.222,"major histocompatibility complex, class II, DO alpha [Source:HGNC Symbol;Acc:HGNC:4936]",0.153
"ZMIZ2",0.069,0.222,"zinc finger MIZ-type containing 2 [Source:HGNC Symbol;Acc:HGNC:22229]",0.153
"PPP1R35",0.069,0.222,"protein phosphatase 1 regulatory subunit 35 [Source:HGNC Symbol;Acc:HGNC:28320]",0.153
"CHCHD7",0.069,0.222,"coiled-coil-helix-coiled-coil-helix domain containing 7 [Source:HGNC Symbol;Acc:HGNC:28314]",0.153
"STOML2",0.069,0.222,"stomatin like 2 [Source:HGNC Symbol;Acc:HGNC:14559]",0.153
"RAB30",0.069,0.222,"RAB30, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9770]",0.153
"RECQL",0.069,0.222,"RecQ like helicase [Source:HGNC Symbol;Acc:HGNC:9948]",0.153
"PPM1A",0.069,0.222,"protein phosphatase, Mg2+/Mn2+ dependent 1A [Source:HGNC Symbol;Acc:HGNC:9275]",0.153
"CIAO2A",0.069,0.222,"cytosolic iron-sulfur assembly component 2A [Source:HGNC Symbol;Acc:HGNC:26235]",0.153
"ANTKMT",0.069,0.222,"adenine nucleotide translocase lysine methyltransferase [Source:HGNC Symbol;Acc:HGNC:14152]",0.153
"RABEP1",0.069,0.222,"rabaptin, RAB GTPase binding effector protein 1 [Source:HGNC Symbol;Acc:HGNC:17677]",0.153
"YPEL2",0.069,0.222,"yippee like 2 [Source:HGNC Symbol;Acc:HGNC:18326]",0.153
"ZNF430",0.069,0.222,"zinc finger protein 430 [Source:HGNC Symbol;Acc:HGNC:20808]",0.153
"ZSCAN18",0.069,0.222,"zinc finger and SCAN domain containing 18 [Source:HGNC Symbol;Acc:HGNC:21037]",0.153
"LIME1",0.069,0.222,"Lck interacting transmembrane adaptor 1 [Source:HGNC Symbol;Acc:HGNC:26016]",0.153
"MSL3",0.069,0.222,"MSL complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:7370]",0.153
"ARHGAP4",0.069,0.222,"Rho GTPase activating protein 4 [Source:HGNC Symbol;Acc:HGNC:674]",0.153
"PLCG2",0.255,0.407,"phospholipase C gamma 2 [Source:HGNC Symbol;Acc:HGNC:9066]",0.15199999999999997
"C6orf62",0.108,0.259,"chromosome 6 open reading frame 62 [Source:HGNC Symbol;Acc:HGNC:20998]",0.15100000000000002
"DNAJC19",0.108,0.259,"DnaJ heat shock protein family (Hsp40) member C19 [Source:HGNC Symbol;Acc:HGNC:30528]",0.15100000000000002
"ZNF274",0.108,0.259,"zinc finger protein 274 [Source:HGNC Symbol;Acc:HGNC:13068]",0.15100000000000002
"GPS2",0.147,0.296,"G protein pathway suppressor 2 [Source:HGNC Symbol;Acc:HGNC:4550]",0.149
"AC008105.3",0.147,0.296,"novel transcript, antisense to FMNL1",0.149
"ANKRD10",0.147,0.296,"ankyrin repeat domain 10 [Source:HGNC Symbol;Acc:HGNC:20265]",0.149
"CCNY",0.039,0.185,"cyclin Y [Source:HGNC Symbol;Acc:HGNC:23354]",0.146
"SKI",0.039,0.185,"SKI proto-oncogene [Source:HGNC Symbol;Acc:HGNC:10896]",0.146
"PPT1",0.039,0.185,"palmitoyl-protein thioesterase 1 [Source:HGNC Symbol;Acc:HGNC:9325]",0.146
"UBAP2L",0.039,0.185,"ubiquitin associated protein 2 like [Source:HGNC Symbol;Acc:HGNC:29877]",0.146
"KIDINS220",0.039,0.185,"kinase D interacting substrate 220 [Source:HGNC Symbol;Acc:HGNC:29508]",0.146
"LRPPRC",0.039,0.185,"leucine rich pentatricopeptide repeat containing [Source:HGNC Symbol;Acc:HGNC:15714]",0.146
"VRK2",0.039,0.185,"VRK serine/threonine kinase 2 [Source:HGNC Symbol;Acc:HGNC:12719]",0.146
"CCDC191",0.039,0.185,"coiled-coil domain containing 191 [Source:HGNC Symbol;Acc:HGNC:29272]",0.146
"SLC33A1",0.039,0.185,"solute carrier family 33 member 1 [Source:HGNC Symbol;Acc:HGNC:95]",0.146
"HELQ",0.039,0.185,"helicase, POLQ like [Source:HGNC Symbol;Acc:HGNC:18536]",0.146
"DCP2",0.039,0.185,"decapping mRNA 2 [Source:HGNC Symbol;Acc:HGNC:24452]",0.146
"YTHDC2",0.039,0.185,"YTH domain containing 2 [Source:HGNC Symbol;Acc:HGNC:24721]",0.146
"RING1",0.039,0.185,"ring finger protein 1 [Source:HGNC Symbol;Acc:HGNC:10018]",0.146
"TRAM2",0.039,0.185,"translocation associated membrane protein 2 [Source:HGNC Symbol;Acc:HGNC:16855]",0.146
"TSPYL1",0.039,0.185,"TSPY like 1 [Source:HGNC Symbol;Acc:HGNC:12382]",0.146
"PSMG3",0.039,0.185,"proteasome assembly chaperone 3 [Source:HGNC Symbol;Acc:HGNC:22420]",0.146
"AC016831.5",0.039,0.185,"novel transcript",0.146
"DCTN6",0.039,0.185,"dynactin subunit 6 [Source:HGNC Symbol;Acc:HGNC:16964]",0.146
"RNF139",0.039,0.185,"ring finger protein 139 [Source:HGNC Symbol;Acc:HGNC:17023]",0.146
"COQ4",0.039,0.185,"coenzyme Q4 [Source:HGNC Symbol;Acc:HGNC:19693]",0.146
"ZSWIM8",0.039,0.185,"zinc finger SWIM-type containing 8 [Source:HGNC Symbol;Acc:HGNC:23528]",0.146
"ZDHHC6",0.039,0.185,"zinc finger DHHC-type containing 6 [Source:HGNC Symbol;Acc:HGNC:19160]",0.146
"PTPRE",0.039,0.185,"protein tyrosine phosphatase receptor type E [Source:HGNC Symbol;Acc:HGNC:9669]",0.146
"ANO9",0.039,0.185,"anoctamin 9 [Source:HGNC Symbol;Acc:HGNC:20679]",0.146
"CTNND1",0.039,0.185,"catenin delta 1 [Source:HGNC Symbol;Acc:HGNC:2515]",0.146
"ATL3",0.039,0.185,"atlastin GTPase 3 [Source:HGNC Symbol;Acc:HGNC:24526]",0.146
"MAP3K11",0.039,0.185,"mitogen-activated protein kinase kinase kinase 11 [Source:HGNC Symbol;Acc:HGNC:6850]",0.146
"PPTC7",0.039,0.185,"PTC7 protein phosphatase homolog [Source:HGNC Symbol;Acc:HGNC:30695]",0.146
"INTS6",0.039,0.185,"integrator complex subunit 6 [Source:HGNC Symbol;Acc:HGNC:14879]",0.146
"PLCB2",0.039,0.185,"phospholipase C beta 2 [Source:HGNC Symbol;Acc:HGNC:9055]",0.146
"CLPX",0.039,0.185,"caseinolytic mitochondrial matrix peptidase chaperone subunit [Source:HGNC Symbol;Acc:HGNC:2088]",0.146
"UBE2Q2",0.039,0.185,"ubiquitin conjugating enzyme E2 Q2 [Source:HGNC Symbol;Acc:HGNC:19248]",0.146
"AMDHD2",0.039,0.185,"amidohydrolase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:24262]",0.146
"TAOK1",0.039,0.185,"TAO kinase 1 [Source:HGNC Symbol;Acc:HGNC:29259]",0.146
"ZNF626",0.039,0.185,"zinc finger protein 626 [Source:HGNC Symbol;Acc:HGNC:30461]",0.146
"ZNF91",0.039,0.185,"zinc finger protein 91 [Source:HGNC Symbol;Acc:HGNC:13166]",0.146
"TMEM50B",0.039,0.185,"transmembrane protein 50B [Source:HGNC Symbol;Acc:HGNC:1280]",0.146
"CRELD2",0.039,0.185,"cysteine rich with EGF like domains 2 [Source:HGNC Symbol;Acc:HGNC:28150]",0.146
"NDUFS3",0.078,0.222,"NADH:ubiquinone oxidoreductase core subunit S3 [Source:HGNC Symbol;Acc:HGNC:7710]",0.14400000000000002
"STMN1",0.078,0.222,"stathmin 1 [Source:HGNC Symbol;Acc:HGNC:6510]",0.14400000000000002
"PHC3",0.078,0.222,"polyhomeotic homolog 3 [Source:HGNC Symbol;Acc:HGNC:15682]",0.14400000000000002
"HSD17B11",0.078,0.222,"hydroxysteroid 17-beta dehydrogenase 11 [Source:HGNC Symbol;Acc:HGNC:22960]",0.14400000000000002
"AC025164.1",0.078,0.222,"novel transcript, antisense to BTG1",0.14400000000000002
"ZFC3H1",0.078,0.222,"zinc finger C3H1-type containing [Source:HGNC Symbol;Acc:HGNC:28328]",0.14400000000000002
"CHTOP",0.078,0.222,"chromatin target of PRMT1 [Source:HGNC Symbol;Acc:HGNC:24511]",0.14400000000000002
"PDS5A",0.078,0.222,"PDS5 cohesin associated factor A [Source:HGNC Symbol;Acc:HGNC:29088]",0.14400000000000002
"MGAT4B",0.078,0.222,"alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase B [Source:HGNC Symbol;Acc:HGNC:7048]",0.14400000000000002
"SNHG32",0.078,0.222,"small nucleolar RNA host gene 32 [Source:HGNC Symbol;Acc:HGNC:19078]",0.14400000000000002
"WIPI2",0.078,0.222,"WD repeat domain, phosphoinositide interacting 2 [Source:HGNC Symbol;Acc:HGNC:32225]",0.14400000000000002
"GATAD1",0.078,0.222,"GATA zinc finger domain containing 1 [Source:HGNC Symbol;Acc:HGNC:29941]",0.14400000000000002
"UHRF2",0.078,0.222,"ubiquitin like with PHD and ring finger domains 2 [Source:HGNC Symbol;Acc:HGNC:12557]",0.14400000000000002
"FGD3",0.078,0.222,"FYVE, RhoGEF and PH domain containing 3 [Source:HGNC Symbol;Acc:HGNC:16027]",0.14400000000000002
"KAT6B",0.078,0.222,"lysine acetyltransferase 6B [Source:HGNC Symbol;Acc:HGNC:17582]",0.14400000000000002
"PCGF5",0.078,0.222,"polycomb group ring finger 5 [Source:HGNC Symbol;Acc:HGNC:28264]",0.14400000000000002
"PUS7L",0.078,0.222,"pseudouridine synthase 7 like [Source:HGNC Symbol;Acc:HGNC:25276]",0.14400000000000002
"ELP2",0.078,0.222,"elongator acetyltransferase complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:18248]",0.14400000000000002
"NORAD",0.078,0.222,"non-coding RNA activated by DNA damage [Source:HGNC Symbol;Acc:HGNC:44311]",0.14400000000000002
"NCF4",0.078,0.222,"neutrophil cytosolic factor 4 [Source:HGNC Symbol;Acc:HGNC:7662]",0.14400000000000002
"MIR29B2CHG",0.265,0.407,"MIR29B2 and MIR29C host gene [Source:HGNC Symbol;Acc:HGNC:32018]",0.14199999999999996
"MITD1",0.118,0.259,"microtubule interacting and trafficking domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25207]",0.14100000000000001
"HMGN4",0.118,0.259,"high mobility group nucleosomal binding domain 4 [Source:HGNC Symbol;Acc:HGNC:4989]",0.14100000000000001
"CCS",0.118,0.259,"copper chaperone for superoxide dismutase [Source:HGNC Symbol;Acc:HGNC:1613]",0.14100000000000001
"UBXN11",0.118,0.259,"UBX domain protein 11 [Source:HGNC Symbol;Acc:HGNC:30600]",0.14100000000000001
"SLC3A2",0.118,0.259,"solute carrier family 3 member 2 [Source:HGNC Symbol;Acc:HGNC:11026]",0.14100000000000001
"CDK5RAP3",0.118,0.259,"CDK5 regulatory subunit associated protein 3 [Source:HGNC Symbol;Acc:HGNC:18673]",0.14100000000000001
"ST6GAL1",0.196,0.333,"ST6 beta-galactoside alpha-2,6-sialyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:10860]",0.137
"TMEM161B-AS1",0.049,0.185,"TMEM161B antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:43839]",0.136
"GMFB",0.049,0.185,"glia maturation factor beta [Source:HGNC Symbol;Acc:HGNC:4373]",0.136
"MAP2K7",0.049,0.185,"mitogen-activated protein kinase kinase 7 [Source:HGNC Symbol;Acc:HGNC:6847]",0.136
"MIB2",0.049,0.185,"mindbomb E3 ubiquitin protein ligase 2 [Source:HGNC Symbol;Acc:HGNC:30577]",0.136
"CAMTA1",0.049,0.185,"calmodulin binding transcription activator 1 [Source:HGNC Symbol;Acc:HGNC:18806]",0.136
"TXNDC12",0.049,0.185,"thioredoxin domain containing 12 [Source:HGNC Symbol;Acc:HGNC:24626]",0.136
"RPRD2",0.049,0.185,"regulation of nuclear pre-mRNA domain containing 2 [Source:HGNC Symbol;Acc:HGNC:29039]",0.136
"SCNM1",0.049,0.185,"sodium channel modifier 1 [Source:HGNC Symbol;Acc:HGNC:23136]",0.136
"ZC3H8",0.049,0.185,"zinc finger CCCH-type containing 8 [Source:HGNC Symbol;Acc:HGNC:30941]",0.136
"ING5",0.049,0.185,"inhibitor of growth family member 5 [Source:HGNC Symbol;Acc:HGNC:19421]",0.136
"MYD88",0.049,0.185,"MYD88 innate immune signal transduction adaptor [Source:HGNC Symbol;Acc:HGNC:7562]",0.136
"IQCB1",0.049,0.185,"IQ motif containing B1 [Source:HGNC Symbol;Acc:HGNC:28949]",0.136
"TNK2",0.049,0.185,"tyrosine kinase non receptor 2 [Source:HGNC Symbol;Acc:HGNC:19297]",0.136
"GAK",0.049,0.185,"cyclin G associated kinase [Source:HGNC Symbol;Acc:HGNC:4113]",0.136
"TENT4A",0.049,0.185,"terminal nucleotidyltransferase 4A [Source:HGNC Symbol;Acc:HGNC:16705]",0.136
"RNF130",0.049,0.185,"ring finger protein 130 [Source:HGNC Symbol;Acc:HGNC:18280]",0.136
"TXNDC5",0.049,0.185,"thioredoxin domain containing 5 [Source:HGNC Symbol;Acc:HGNC:21073]",0.136
"CCNC",0.049,0.185,"cyclin C [Source:HGNC Symbol;Acc:HGNC:1581]",0.136
"EIF3B",0.049,0.185,"eukaryotic translation initiation factor 3 subunit B [Source:HGNC Symbol;Acc:HGNC:3280]",0.136
"STAG3",0.049,0.185,"stromal antigen 3 [Source:HGNC Symbol;Acc:HGNC:11356]",0.136
"FASTK",0.049,0.185,"Fas activated serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:24676]",0.136
"RMDN1",0.049,0.185,"regulator of microtubule dynamics 1 [Source:HGNC Symbol;Acc:HGNC:24285]",0.136
"RRM2B",0.049,0.185,"ribonucleotide reductase regulatory TP53 inducible subunit M2B [Source:HGNC Symbol;Acc:HGNC:17296]",0.136
"KDM4C",0.049,0.185,"lysine demethylase 4C [Source:HGNC Symbol;Acc:HGNC:17071]",0.136
"KLF9",0.049,0.185,"Kruppel like factor 9 [Source:HGNC Symbol;Acc:HGNC:1123]",0.136
"FBH1",0.049,0.185,"F-box DNA helicase 1 [Source:HGNC Symbol;Acc:HGNC:13620]",0.136
"IRF7",0.049,0.185,"interferon regulatory factor 7 [Source:HGNC Symbol;Acc:HGNC:6122]",0.136
"MADD",0.049,0.185,"MAP kinase activating death domain [Source:HGNC Symbol;Acc:HGNC:6766]",0.136
"SLC7A7",0.049,0.185,"solute carrier family 7 member 7 [Source:HGNC Symbol;Acc:HGNC:11065]",0.136
"KLC1",0.049,0.185,"kinesin light chain 1 [Source:HGNC Symbol;Acc:HGNC:6387]",0.136
"MFAP1",0.049,0.185,"microfibril associated protein 1 [Source:HGNC Symbol;Acc:HGNC:7032]",0.136
"BFAR",0.049,0.185,"bifunctional apoptosis regulator [Source:HGNC Symbol;Acc:HGNC:17613]",0.136
"SEPHS2",0.049,0.185,"selenophosphate synthetase 2 [Source:HGNC Symbol;Acc:HGNC:19686]",0.136
"DYNC1LI2",0.049,0.185,"dynein cytoplasmic 1 light intermediate chain 2 [Source:HGNC Symbol;Acc:HGNC:2966]",0.136
"NFATC3",0.049,0.185,"nuclear factor of activated T cells 3 [Source:HGNC Symbol;Acc:HGNC:7777]",0.136
"CCDC57",0.049,0.185,"coiled-coil domain containing 57 [Source:HGNC Symbol;Acc:HGNC:27564]",0.136
"SLC39A3",0.049,0.185,"solute carrier family 39 member 3 [Source:HGNC Symbol;Acc:HGNC:17128]",0.136
